path,type,voltage,room,description,devices,,dhb.1.l42csec2.38,circuit,277/480,4054,L2C via T2C
MWSB.8-DL.9-L4GB.23-TGB.LGB.35,Circuit,120/208,1095,Lights-1100,Lights!#!#!1100,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGB.36,Circuit,120/208,1095,Destratification fans RM 1088,Destratification fans!#!#!1088,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGB.37,Circuit,120/208,1095,SPARE,SPARE,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGB.38,Circuit,120/208,1095,MAIN,MAIN,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGB.39,Circuit,120/208,1095,Handicap Door Operator cafeteria-  RM 1088,Handicap Door Operator cafeteria!#!#!1088,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGB.40,Circuit,120/208,1095,MAIN,MAIN,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGB.41,Circuit,120/208,1095,SPARE,SPARE,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGB.42,Circuit,120/208,1095,MAIN,MAIN,,,,,,
,,,,,,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2,Panel,120/208,1095,,,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2.43,Circuit,120/208,1095,Outlets RM 1093 | RM 138,Outlets!#!#!1093,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2.44,Circuit,120/208,1095, | RM 142,Outlets!#!#!142,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2.45,Circuit,120/208,1095,Outlets RM 1093 | RM 138,Outlets!#!#!1093,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2.46,Circuit,120/208,1095, | RM 142,Outlets!#!#!142,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2.47,Circuit,120/208,1095,Outlets RM 1093 | RM 138,Outlets!#!#!1093,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2.48,Circuit,120/208,1095, | RM 142,Outlets!#!#!142,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2.49,Circuit,120/208,1095,Outlets RM 1093 | RM 138,Outlets!#!#!1093,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2.50,Circuit,120/208,1095,Outside outlet near A/C unit,Outlets!#!#!Near outside AC Unit,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2.51,Circuit,120/208,1095,Outlets RM 1093 | RM 138,Outlets!#!#!1093,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2.52,Circuit,120/208,1095,A/C unit Number 3 (AC-3),Outlets!#!#!AC-3,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2.53,Circuit,120/208,1095,Outlets RM 1093 | RM 138,Outlets!#!#!1093,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2.54,Circuit,120/208,1095,A/C unit Number 3 (AC-3),Outlets!#!#!AC-3,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2.55,Circuit,120/208,1095,Outlets RM 1093 | RM 138,Outlets!#!#!1093,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2.56,Circuit,120/208,1095,A/C unit Number 2 (AC-2),Outlets!#!#!AC-2,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2.57,Circuit,120/208,1095,Outlets RM 1093 | RM 138,Outlets!#!#!1093,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2.58,Circuit,120/208,1095,A/C unit Number 2 (AC-2),Outlets!#!#!AC-2,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2.59,Circuit,120/208,1095,Outlets RM 1093 | RM 138,Outlets!#!#!1093,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2.60,Circuit,120/208,1095,A/C unit Number 1 (AC-1),Outlets!#!#!AC-1,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2.61,Circuit,120/208,1095,Outlets RM 1093 | RM 138,Outlets!#!#!1093,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2.62,Circuit,120/208,1095,A/C unit Number 1 (AC-1),Outlets!#!#!AC-1,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2.63,Circuit,120/208,1095,Outlets RM 1093 | RM 138,Outlets!#!#!1093,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2.64,Circuit,120/208,1095,A/C unit Number 4 (AC-4),Outlets!#!#!AC-4,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2.65,Circuit,120/208,1095,Outlets RM 1093 | RM 138,Outlets!#!#!1093,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2.66,Circuit,120/208,1095,A/C unit Number 4 (AC-4),Outlets!#!#!AC-4,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2.67,Circuit,120/208,1095,Outlets RM 1093 | RM 138,Outlets!#!#!1093,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2.68,Circuit,120/208,1095,A/C unit Number 4 (AC-4),Outlets!#!#!AC-4,,,,,,
MWSB.8-DL.9-L4GB.23-TGB.LGBsec2.69,Circuit,120/208,1095, | RM 136,Outlets!#!#!136,,,,,,
,,,,,,,,,,,
MWSB.8-DL.10-L41C,Panel,277/480,3091,C3 RM3091 ,Panel!#!#!3091,,,,,,
MWSB.8-DL.10-L41C.1,Circuit,277/480,3091,Lights-3089,Lights!#!#!3089,,,,,,
MWSB.8-DL.10-L41C.2,Circuit,277/480,3091,Lights-3090,Lights!#!#!3090,,,,,,
MWSB.8-DL.10-L41C.3,Circuit,277/480,3091,Lights-3092,Lights!#!#!3092,,,,,,
MWSB.8-DL.10-L41C.4,Circuit,277/480,3091,Lights-3098,Lights!#!#!3098,,,,,,
MWSB.8-DL.10-L41C.5,Circuit,277/480,3091,Lights-3088,Lights!#!#!3088,,,,,,
MWSB.8-DL.10-L41C.6,Circuit,277/480,3091,Lights-257 | Lights-258,Lights!#!#!257 | Lights!#!#!258,,,,,,
MWSB.8-DL.10-L41C.7,Circuit,277/480,3091,Lights-3033  | Lights-3031,Lights!#!#!3033 | Lights!#!#!3031,,,,,,
MWSB.8-DL.10-L41C.8,Circuit,277/480,3091,Lights corr,Lights corr,,,,,,
MWSB.8-DL.10-L41C.9,Circuit,277/480,3091,Lights-corr (Night),Lights corr!#!#!(Night),,,,,,
MWSB.8-DL.10-L41C.10,Circuit,277/480,3091,Lights-3030,Lights!#!#!3030,,,,,,
MWSB.8-DL.10-L41C.11,Circuit,277/480,3091,Lights-3029,Lights!#!#!3029,,,,,,
MWSB.8-DL.10-L41C.12,Circuit,277/480,3091,Lights-3028 |Lights-3103,Lights!#!#!3028 |Lights!#!#!3103,,,,,,
MWSB.8-DL.10-L41C.13,Circuit,277/480,3091,Lights-3033,Lights!#!#!3033,,,,,,
MWSB.8-DL.10-L41C.14,Circuit,277/480,3091,BLANK,BLANK,,,,,,
MWSB.8-DL.10-L41C.15,Circuit,277/480,3091,BLANK,BLANK,,,,,,
MWSB.8-DL.10-L41C.16,Circuit,277/480,3091,BLANK,BLANK,,,,,,
MWSB.8-DL.10-L41C.17,Circuit,277/480,3091,BLANK,BLANK,,,,,,
MWSB.8-DL.10-L41C.18,Circuit,277/480,3091,BLANK,BLANK,,,,,,
MWSB.8-DL.10-L41C.19,Circuit,277/480,3091,BLANK,BLANK,,,,,,
MWSB.8-DL.10-L41C.20,Circuit,277/480,3091,BLANK,BLANK,,,,,,
MWSB.8-DL.10-L41C.21,Circuit,277/480,3091,BLANK,BLANK,,,,,,
MWSB.8-DL.10-L41C.22-T1C,Transformer,277/480,3091,C3 RM3091 ,Transformer!#!#!3091,,,,,,
MWSB.8-DL.10-L41C.23,Circuit,277/480,3091,BLANK,BLANK,,,,,,
MWSB.8-DL.10-L41C.24,Circuit,277/480,3091,L1C/L1CA via T1C,L1C/L1CA via T1C,,,,,,
MWSB.8-DL.10-L41C.25,Circuit,277/480,3091,BLANK,BLANK,,,,,,
MWSB.8-DL.10-L41C.26,Circuit,277/480,3091,L1C/L1CA via T1C,L1C/L1CA via T1C,,,,,,
MWSB.8-DL.10-L41C.27,Circuit,277/480,3091,BLANK,BLANK,,,,,,
MWSB.8-DL.10-L41C.28,Circuit,277/480,3091,BLANK,BLANK,,,,,,
MWSB.8-DL.10-L41C.29,Circuit,277/480,3091,BLANK,BLANK,,,,,,
MWSB.8-DL.10-L41C.30,Circuit,277/480,3091,BLANK,BLANK,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C,Panel,120/208,3091,C3 RM3091 ,Panel!#!#!3091,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.1,Circuit,120/208,3091,Roof fan F-36,fan F-36 !#!#!Roof,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.2,Circuit,120/208,3091,Outlets-3063,Outlets!#!#!3063,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.3,Circuit,120/208,3091,Outlets-3057 |Outlets-3060C,Outlets!#!#!3057 |Outlets!#!#!3060C,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.4,Circuit,120/208,3091,Outlets-3062,Outlets!#!#!3062,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.5,Circuit,120/208,3091,Outlets-3061,Outlets!#!#!3061,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.6,Circuit,120/208,3091,Outlets-3080,Outlets!#!#!3080,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.7,Circuit,120/208,3091,Outlets-3078,Outlets!#!#!3078,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.8,Circuit,120/208,3091,Outlets-3075 | Outlets-3057,Outlets!#!#!3075 | Outlets!#!#!3057,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.9,Circuit,120/208,3091,Outlets-3081,Outlets!#!#!3081,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.10,Circuit,120/208,3091,Outlets-3081 | Outlets-3085,Outlets!#!#!3081 | Outlets!#!#!3085,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.11,Circuit,120/208,3091,Outlets-3075,Outlets!#!#!3075,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.12,Circuit,120/208,3091,Outlets Copy Machine 3083,Outlets Copy Machine!#!#!3083,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.13,Circuit,120/208,3091,Outlets-3086,Outlets!#!#!3086,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.14,Circuit,120/208,3091,Outlets-3087 | Hand-dryer 3077,Outlets!#!#!3087 | Hand Dryer!#!#!3077,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.15,Circuit,120/208,3091,Outlets-3088,Outlets!#!#!3088,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.16,Circuit,120/208,3091,Outlets-3088,Outlets!#!#!3088,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.17,Circuit,120/208,3091,Outlets-3088,Outlets!#!#!3088,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.18,Circuit,120/208,3091,Outlets-3089,Outlets!#!#!3089,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.19,Circuit,120/208,3091,Outlets-3089,Outlets!#!#!3089,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.20,Circuit,120/208,3091,Outlets-3089,Outlets!#!#!3089,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.21,Circuit,120/208,3091,Outlets-3090,Outlets!#!#!3090,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.22,Circuit,120/208,3091,Outlets-3090,Outlets!#!#!3090,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.23,Circuit,120/208,3091,Outlets-3090,Outlets!#!#!3090,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.24,Circuit,120/208,3091,Outlets-3092,Outlets!#!#!3092,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.25,Circuit,120/208,3091,Outlets-3092,Outlets!#!#!3092,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.26,Circuit,120/208,3091,Outlets-3092,Outlets!#!#!3092,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.27,Circuit,120/208,3091,Outlets-3033,Outlets!#!#!3033,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.28,Circuit,120/208,3091,Outlets-3033,Outlets!#!#!3033,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.29,Circuit,120/208,3091,Outlets-3033,Outlets!#!#!3033,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.30,Circuit,120/208,3091,Outlets-3033,Outlets!#!#!3033,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.31,Circuit,120/208,3091,Outlets-3033 | Outlets Contactors controls 3033,Outlets!#!#!3033 | Outlets Contactors controls!#!#!3033,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.32,Circuit,120/208,3091,Outlets-3031,Outlets!#!#!3031,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.33,Circuit,120/208,3091,Outlets-3031,Outlets!#!#!3031,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.34,Circuit,120/208,3091,Hand-dryer 3095,Hand Dryer!#!#!3095,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.35,Circuit,120/208,3091,Outlets-3097 | Outlets-3047 | Outlets-3093 |Outlets-309?| Outlets water coolers 3047  ,Outlets!#!#!3097 | Outlets!#!#!3047 | Outlets!#!#!3093 |Outlets!#!#!309?| Outlets water coolers!#!#!3047,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.36,Circuit,120/208,3091,Hand-dryer 3084,Hand Dryer!#!#!3084,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.37,Circuit,120/208,3091,Outlets-3077 | Outlets-3084 | Outlets-3085,Outlets!#!#!3077 | Outlets!#!#!3084 | Outlets!#!#!3085,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.38,Circuit,120/208,3091,MAIN,MAIN,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.39,Circuit,120/208,3091,Hand-dryer 3094,Hand Dryer!#!#!3094,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.40,Circuit,120/208,3091,MAIN,MAIN,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.41,Circuit,120/208,3091,Hand-dryer 3093,Hand Dryer!#!#!3093,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1C.42,Circuit,120/208,3091,MAIN,MAIN,,,,,,
,,,,,,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1CA,Panel,120/208,3091,C3 RM3091,Panel!#!#!3091,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1CA.1,Circuit,120/208,3091,Hand-dryer 3085,Hand Dryer!#!#!3085,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1CA.2,Circuit,120/208,3091,UV-3088,UV!#!#!3088,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1CA.3,Circuit,120/208,3091,UV-3089 | UV-3090,UV!#!#!3089 | UV!#!#!3090,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1CA.4,Circuit,120/208,3091,UV-3092,UV!#!#!3092,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1CA.5,Circuit,120/208,3091,Rizzo-Machine 3035,Rizzo Machine!#!#!3035,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1CA.6,Circuit,120/208,3091,Telepole-3031,Telepole!#!#!3031,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1CA.7,Circuit,120/208,3091,BLANK,BLANK,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1CA.8,Circuit,120/208,3091,Telepole-3031,Telepole!#!#!3031,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1CA.9,Circuit,120/208,3091,Lights Exterior soffit (East) 3097A | Timeclock 3088,Lights Exterior soffit (East)!#!#!3097A | Timeclock!#!#!3088,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1CA.10,Circuit,120/208,3091,Telepole-3031,Telepole!#!#!3031,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1CA.11,Circuit,120/208,3091,BLANK,BLANK,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1CA.12,Circuit,120/208,3091,Telepole-3031,Telepole!#!#!3031,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1CA.13,Circuit,120/208,3091,BLANK,BLANK,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1CA.14,Circuit,120/208,3091,Telepole-3031,Telepole!#!#!3031,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1CA.15,Circuit,120/208,3091,BLANK,BLANK,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1CA.16,Circuit,120/208,3091,Telepole-3031,Telepole!#!#!3031,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1CA.17,Circuit,120/208,3091,BLANK,BLANK,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1CA.18,Circuit,120/208,3091,Telepole-3031,Telepole!#!#!3031,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1CA.19,Circuit,120/208,3091,BLANK,BLANK,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1CA.20,Circuit,120/208,3091,MAIN,MAIN,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1CA.21,Circuit,120/208,3091,BLANK,BLANK,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1CA.22,Circuit,120/208,3091,MAIN,MAIN,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1CA.23,Circuit,120/208,3091,BLANK,BLANK,,,,,,
MWSB.8-DL.10-L41C.22-T1C.L1CA.24,Circuit,120/208,3091,MAIN,MAIN,,,,,,
,,,,,,,,,,,
MWSB.8-DL.12-LGB,Panel,277/480,1080,1080 New 130-08 (Kitchen) 225A,Panel!#!#!1080,,,,,,
MWSB.8-DL.12-LGB.1,Circuit,277/480,1080,Lights - Dishwashing Area,Lights Dishwashing Area!#!#!Kitchen,,,,,,
MWSB.8-DL.12-LGB.2,Circuit,277/480,1080,Lights - Storage Room | Lights Paper Storage Room,Lights!#!#! Storage Room | Lights Paper Storage Room!#!#!Kitchen,,,,,,
MWSB.8-DL.12-LGB.3,Circuit,277/480,1080,Spare,Spare!#!#!Kitchen,,,,,,
MWSB.8-DL.12-LGB.4,Circuit,277/480,1080,Fan Exhaust F-55,Fan Exhaust F-55,,,,,,
MWSB.8-DL.12-LGB.5-TLGC,Transformer,277/480,1080,Same as LG-C,Transformer!#!#!1080,,,,,,
MWSB.8-DL.12-LGB.6-TLGD,Transformer,277/480,1080,Transformer to LG-D,Transformer to LG-D,,,,,,
MWSB.8-DL.12-LGB.7,Circuit,277/480,1080,Transformer to LG-D,Transformer to LG-D,,,,,,
MWSB.8-DL.12-LGB.8,Circuit,277/480,1080,Transformer to LG-D,Transformer to LG-D,,,,,,
MWSB.8-DL.12-LGB.9,Circuit,277/480,1080,Fan Exhaust F-56,Fan Exhaust F-56,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left,Panel,120/208,1080,Panel new RM 130-08,Panel!#!#!1080,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.1,Circuit,120/208,1080,Lights - cafeteria- (East),Lights (East)!#!#! cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.2,Circuit,120/208,1080,Lights - cafeteria- (High Hats),Lights (High Hats)!#!#!cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.3,Circuit,120/208,1080,Lights - cafeteria- (High Hats),Lights (High Hats)!#!#!cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.4,Circuit,120/208,1080,Lights - cafeteria- (East),Lights (East)!#!#!cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.5,Circuit,120/208,1080,Lights - cafeteria- (Center Mezz - South),Lights Center Mezz South)!#!#!cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.6,Circuit,120/208,1080,Lights - cafeteria- (High Hats),Lights (High Hats)!#!#!cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.7,Circuit,120/208,1080,Lights - cafeteria- (High Hats),Lights (High Hats)!#!#!cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.8,Circuit,120/208,1080,Lights - cafeteria- (Center Mezz - South),Lights (Center Mezz South)!#!#!cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.9,Circuit,120/208,1080,Lights - cafeteria- (West),Lights (West)!#!#!cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.10,Circuit,120/208,1080,Lights - cafeteria- (West),Lights (West)!#!#!cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.11,Circuit,120/208,1080,Lights - cafeteria- (East),Lights (East)!#!#!cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.12,Circuit,120/208,1080,Lights - cafeteria- (East),Lights (East)!#!#!cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.13,Circuit,120/208,1080,Lights - cafeteria- (High Hats),Lights (High Hats)!#!#!cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.14,Circuit,120/208,1080,Lights - cafeteria- (High Hats),Lights (High Hats)!#!#!cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.15,Circuit,120/208,1080,Lights - cafeteria- (High Hats),Lights (High Hats)!#!#!cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.16,Circuit,120/208,1080,Lights - cafeteria- (High Hats),Lights (High Hats)!#!#!cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.17,Circuit,120/208,1080,Lights - cafeteria- (Center Mezz),Lights (Center Mezz)!#!#!cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.18,Circuit,120/208,1080,Lights - cafeteria- (West),Lights (West)!#!#!cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.19,Circuit,120/208,1080,Lights - cafeteria- (Center Mezz),Lights (Center Mezz)!#!#!cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.20,Circuit,120/208,1080,Lights - cafeteria- (West),Lights (West)!#!#!cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.21,Circuit,120/208,1080,Lights-cafeteria- Main Vestibule ,Lights!#!#!cafeteria Main Vestibule,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.22,Circuit,120/208,1080,Lights - cafeteria- (Center Mezz - North & South),Lights !#!#!(Center Mezz North & South) cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.23,Circuit,120/208,1080,Lights - cafeteria- (Center Mezz - North & South),Lights !#!#! (Center Mezz North & South) cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.24,Circuit,120/208,1080,Lights - cafeteria- (Center Mezz - South),Lights !#!#! (Center Mezz South) cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.25,Circuit,120/208,1080,Lights - cafeteria- (Center Mezz - North),Lights !#!#! (Center Mezz North) cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.26,Circuit,120/208,1080,Outlets - cafeteria- (North) ,Outlets !#!#! (North)  cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.27,Circuit,120/208,1080,Outlets - cafeteria- (North) (??),Outlets !#!#! (North) (??) cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.28,Circuit,120/208,1080,Outlets - cafeteria- (South) -Ice cream machine,Outlets (South) Ice cream machine!#!#!cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.29,Circuit,120/208,1080,Outlets - cafeteria- (North) (??),Outlets !#!#! (North) (??) cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Left.30,Circuit,120/208,1080,Lights - Serving Area (North),Lights !#!#! Serving Area (North) cafeteria,,,,,,
,,,,,,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Right,Panel,120/208,1080,Panel new RM 130-08,Panel!#!#!1080,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Right.31,Circuit,120/208,1080,Lights- Deli,Lights Deli!#!#!Kitchen,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Right.32,Circuit,120/208,1080,Lights - Serving Area (North) | Emergency Battery (??),Lights Serving Area (North)!#!#!Kitchen | Emergency Battery (??)!#!#!Kitchen,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Right.33,Circuit,120/208,1080,Lights - cafeteria- (South),Lights (South)!#!#!cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Right.34,Circuit,120/208,1080,Lights - cafeteria- (South),Lights (South)!#!#!cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Right.35,Circuit,120/208,1080,Lights - cafeteria- (South),Lights (South)!#!#!cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Right.36,Circuit,120/208,1080,Lights - Mechanical Room,Lights!#!#! Mechanical Room,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Right.37,Circuit,120/208,1080,Lights - Kitchen Hood,Lights Kitchen Hood!#!#!Kitchen,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Right.38,Circuit,120/208,1080,Lights - Rail outside bridge ,Lights!#!#! Rail outside bridge,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Right.39,Circuit,120/208,1080,Outlets - cafeteria- Amplifier,Outlets Amplifier!#!#!cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Right.40,Circuit,120/208,1080,Salad Cooler,Salad Cooler!#!#!cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Right.41,Circuit,120/208,1080,Salad Cooler,Salad Cooler!#!#!cafeteria,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Right.42,Circuit,120/208,1080,Pump Hot water - Mechanical room,Pump Hot water!#!#! Mechanical room,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Right.43,Circuit,120/208,1080,Outlets - Mezzanine (Center),Outlets!#!#! Mezzanine (Center),,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Right.44,Circuit,120/208,1080,Outlets - Crawlspace,Outlets!#!#! Crawlspace,,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Right.45,Circuit,120/208,1080,Outlets - Kitchen (South),Outlets!#!#! Kitchen (South),,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Right.46,Circuit,120/208,1080,Lights - Kitchen serving area (North),Lights!#!#! Kitchen serving area (North),,,,,,
MWSB.8-DL.12-LGB.5-TLGC.LGC-Right.47,Circuit,120/208,1080,Incinerator,Incinerator,,,,,,
